source_filename,Source File Name,Agreement Title,Agreement Classification,Party 1 Name,Party 1 Role,Party 2 Name,Party 2 Role,Services,Agreement Flag,Captions Flag,Clause Captions,Schedules/Exhibits/Annexes
61607978904_Adams.Grand Oak-Ten4 Site License Agmt 110220-FE.pdf,DocuSign Envelope ID A0BBC8CC-693F-4E9E-BF59-F68D66375D49.pdf,Hosted Voice Site License Addendum,Site License,"Distributed Computing, Inc. dba Ten4",Provider,45 Grand Oaks Storage LLC,Customer,"Managed Services, Hosted Voice Solution, Wireless Broadband Backup (Internet Access), Administrative Services",True,True,"['Service Term', 'Coverage & Charges', 'Payments', 'Customer Obligations', 'E911 NOTICE', 'HOSTED VOICE SERVICE LEVEL AGREEMENT', 'WIRELESS BROADBAND USAGE', 'WIRELESS BROADBAND SERVICE LEVEL AGREEMENT', 'BILLING AGGREGATION SERVICES', 'NOC SERVICES']","['EXHIBIT A', 'EXHIBIT B']"
61607978923_Adams.Oakbrook-Ten4 Site License Agmt 110420-FE.pdf,Hosted Voice Site License Addendum.pdf,Hosted Voice Site License Addendum,Site License,"Distributed Computing, Inc. dba Ten4",Provider,Oakbrook Managers LLC,Customer,"Hosted Voice Solution, Wireless Broadband Backup",True,True,"['Service Term', 'Coverage & Charges', 'Payments', 'Customer Obligations']",['EXHIBIT A Hosted Voice Site License']
61607992183_AdamsProp-Ten4 Admin Svcs Addendum 082120-FE.pdf,031724_0001.pdf,Administration Services Addendum,Services Agreement,"Distributed Computing, Inc. dba Ten4",Provider,Adams Property Group,Customer,Billing aggregation and NOC services,True,True,"['Service Term', 'Coverage & Charges', 'Payments', 'Customer Obligations']","['Exhibit A', 'Exhibit B']"
61637272625_Select Medical_Nitel MSA 20180525.pdf,Nitel.pdf,Master Service Agreement,Master Service Agreement,NITEL INC.,provider,Select Medical Corporation,customer,communications services,True,True,"['Service Orders & Term', 'Service Installation and Acceptance', 'Service Cancellation', 'Service Disconnection', 'Credit Review & Deposits', 'Invoices and Disputes', 'Taxes and Fees', 'Indemnification', 'Limitation of Liability', 'Force Majeure', 'Assignment', 'Warranties', 'Confidentiality', 'Notices', 'Miscellaneous']",[]
61718237967_2189554-USAD-MSA_(1).pdf,USAD-JAS Worldwide-MSA-Executed.pdf,MASTER SERVICES AGREEMENT,Master Services Agreement,"USA Digital Communications, Inc.",Provider,JAS Worldwide,Customer,telecommunications services,True,True,"['Agreement', 'Services', 'Term', 'Master Service Agreement', 'Service Agreement and Service Order Term', 'Charges and Payment Obligation', 'Payment', 'Forms of Payment', 'Billing Disputes', 'Right to Assurance', 'Taxes, Fees and Assessments', 'Exemption Certificates', 'Equipment', 'Third-Party Service Charges', 'Default', 'Early Termination Charges', 'Abuse of Service', 'Warranties', 'Limitation of Liability', 'Liability for Fraudulent Charges', 'Definitions', 'Force Majeure', 'Indemnification', 'Both Parties Indemnification', 'Customer Indemnification', 'Procedure for Indemnification', 'Relationship of the Parties', 'Confidentiality', 'Publicity', 'Notices', 'Assignment', 'Arbitration', 'Waiver and Amendment', 'Severability', 'Survival of Provisions', 'Counterparts', 'Governing law', 'Integration']",['Schedule of Ancillary Services']
61723837238_Hi-Link Technology MSA (DLR 03.15.23).docx.pdf,DocuSign Envelope ID 664E1412-305F-4BC2-A85D-BE656085FC51.pdf,MASTER SERVICES AGREEMENT (UNITED STATES),Master Services Agreement,Digital Realty,Provider,"HiSsiglink Technology Group, LLC",Customer,Data center services,True,True,"['General', 'Term', 'Security Deposit', 'Common Carrier', 'Termination of Data Center Lease', 'Repairs & Maintenance', 'Governing Law']",[]
61723837376_Hi-Link Technology GTC (DLR 03.15.23).docx (1).pdf,DocuSign Envelope ID 664E1412-305F-4BC2-A85D-BE656085FC51.pdf,GLOBAL TERMS AND CONDITIONS,Master Services Agreement,DIGITAL REALTY,Licensor,"Hi-Link Technology Group, LLC",Licensee,data center-related services and/or products,True,True,"['Structure', 'Term', 'Right to Use Customer Area and Services', 'Delivery of Services', 'Fees; Taxes and Other Charges; Security Deposit', 'Confidentiality, Data, Ownership', 'Surrendering the Customer Area', 'Events of Default, Late Charges', 'Changed or Unexpected Circumstances', 'Status as a Real Estate Investment Trust', 'Insurance; Waiver of Subrogation', 'Indemnity', 'Liability', 'General Provisions']",['SLA']
61724086842_2252144-Arelion_MSA_846467.pdf,MSA.pdf,Master Service Agreement,Service Agreement,Arelion U.S. Inc.,Provider,Free Range Internet LLC,Customer,Communications services,True,True,"['Scope and Structure', 'Term', 'Ordering Services', 'Delivery and Testing', 'Security', 'Invoicing and Payment', 'Suspension and Termination', 'Provision and Use of Service', 'Limitation of Liability', 'Force Majeure', 'Indemnification', 'Subject to Laws', 'Trade and Sanctions Compliance', 'Non-Disclosure', 'Notices', 'Assignment', 'Relationship of the Parties', 'General Warranties', 'Rules of Construction', 'Governing Law and Venue', 'Entire Agreement', 'Amendments']",[]
61724765368_LehighWifi_ArelionMSA-Signed03062024.pdf,Arelion.pdf,Master Service Agreement,Service Agreement,Arelion U.S. Inc.,Provider,Lehigh Wil La,Customer,Services,True,True,"['Scope and Structure', 'Term', 'Ordering Services', 'Delivery and Testing', 'Security', 'Invoicing and Payment', 'Suspension and Termination', 'Provision and Use of Service', 'Limitation of Liability', 'Force Majeure', 'Indemnification', 'Subject to Laws', 'Trade and Sanctions Compliance', 'Non-Disclosure', 'Notices', 'Assignment', 'Relationship of the Parties', 'General Warranties', 'Rules of Construction', 'Governing Law and Venue', 'Entire Agreement', 'Amendments']",[]
91583414578_CenturyLink_-_Concentra_N309813_CTA_101617.pdf,NSP #: 309813,CENTURYLINK® TOTAL ADVANTAGE® AGREEMENT,Telecommunications Services Agreement,"CenturyLink Sales Solutions, Inc.",Provider,"Concentra Health Services, Inc.",Customer,"Telecommunications services, including networking, local access, and equipment rental.",True,True,"['Term', 'Term; Commitment; Contributory Charges', 'Services', 'Rates', 'Payment', 'Invoices', 'Billing Disputes', 'Credit Approval; Deposit', 'Compliance and Security', 'Use of Service', 'Confidentiality', 'Disclaimer of Warranties', 'Limitations of Liability', 'Consequential Damages', 'Claims Related to Services', 'Personal Injury; Death; Property Damages', 'Other Direct Damages', 'Indemnification', 'Intellectual Property', 'Ownership', 'Infringement', 'Equipment', 'Maintenance', 'Termination', 'Service', 'Agreement', 'Miscellaneous', 'General', 'Use of Name and Marks', 'Waiver', 'Independent Contractor', 'Governing Law; Dispute Resolution', 'Governing Law; Forum', 'Waiver of Jury Trial and Class Action', 'Limitations Period', 'Force Majeure', 'Assignment', 'Amendments', 'Websites', 'Conflicts', 'Notices', 'Service Notices', 'Legal Notice', 'Entire Agreement', 'Definitions']","['REVENUE COMMITMENT ADDENDUM', 'CENTURYLINK COMMUNICATIONS, LLC SERVICE APPENDIX', 'Monthly Revenue Commitment Addendum', 'CenturyLink Communications, LLC Service Appendix', 'DOMESTIC AND INTERNATIONAL CENTURYLINK IQ® NETWORKING SERVICE EXHIBIT', 'PRICING ATTACHMENT', 'ATTACHMENT 1']"
91583944812_Concentra Health Services - Nitel MSA - FINAL.pdf,Nitel Master Service Agreement.pdf,Master Service Agreement,Master Service Agreement,NITEL INC.,Provider,"Concentra Health Services, Inc.",Customer,communications services,True,True,"['Service Orders & Term', 'Service Installation and Acceptance', 'Service Cancellation', 'Service Disconnection', 'Credit Review & Deposits', 'Invoices and Disputes', 'Taxes and Fees', 'Regulatory Activity', 'Use of Service', 'Service Interruptions', 'Service Level Agreements', 'Termination', 'Termination Liability', 'Indemnification and Limitations on Liability', 'Force Majeure', 'Assignment', 'Warranties', 'Confidentiality', 'Notices', 'Miscellaneous']",[]
91583945347_Concentra Health Services - Nitel MSA - FINAL.pdf,Master Service Agreement.pdf,Master Service Agreement,Master Service Agreement,NITEL INC.,Provider,"Concentra Health Services, Inc.",Customer,communications services,True,True,"['Service Orders & Term', 'Service Installation and Acceptance', 'Service Cancellation', 'Service Disconnection', 'Credit Review & Deposits', 'Invoices and Disputes', 'Taxes and Fees', 'Regulatory Activity', 'Use of Service', 'Service Interruptions', 'Service Level Agreements', 'Termination', 'Termination Liability', 'Indemnification and Limitations on Liability', 'Force Majeure', 'Assignment', 'Warranties', 'Confidentiality', 'Notices', 'Miscellaneous']",[]
91583946507_Concentra - Hypercore MSA FINAL 7.9.2018.pdf,Hypercore.pdf,TERMS AND CONDITIONS,Service Agreement,"Hypercore Networks, Inc.",Provider,"Concentra Health Services, Inc.",Customer,Broadband,True,True,"['Service Agreement', 'HCN Broadband', 'Renewal /Termination', 'Pre-Installation Cancellation Fee', 'Early Termination Fee', 'Other Charges', 'Equipment and Software', 'Payment', 'Limitations of Liability', 'Self-Installation Waiver', 'Customer Premises Equipment Return Policy', 'Notices', 'Acceptable Use Policy', 'Indemnity', 'Termination For Cause', 'Modifications To Service', 'Additional Agreements', 'Disclaimer Of Warranties', 'Limitation Of Liability', 'Exclusions and Limitations', 'General Information']",[]
91585069861_Midco MSA Novacare Clearwater MN 21956.pdf,MSA_v0416.pdf,MASTER SERVICE AGREEMENT,Master Terms and Conditions,Midcontinent Communications®,provider,NovaCare Rehab,customer,Business Solutions Service,True,True,"['Service', 'Service Order', 'Service Upgrade', 'Engineering Review', 'Installation Schedule', 'Additional Service Location', 'Replacement Service', 'Service Commencement Date', 'Term', 'Service Order Renewal', 'Charges & Payments', 'Disputed Charges', 'Credits', 'Termination; Termination Fee', 'Suspension or Termination', 'Customer Equipment', 'Midco Equipment', 'Facilities', 'Access', 'Disruption of Service', 'Limit of Liability', 'Indemnification', 'Content', 'Public Performance of Copyrighted Works', 'Legal Application', 'Assignment', 'Confidential Information', 'No Third Party Beneficiaries', 'Notice', 'Authority', 'Customer Representatives', 'Electronic Signature', 'Survival', 'Severability', 'Relationship of Parties', 'General Terms', 'Order of Precedence']","['Exhibits', 'Attachments', 'Service Orders', 'Addendums']"
91587387609_ACC Business - MSA.pdf,ACC Business Multi-Service Agreement.pdf,ACC BUSINESS MULTI-SERVICE AGREEMENT,Multi-Service Agreement,"ACC Business, a division of AT&T Corp.",Provider,"Concentra Health Services, Inc",Customer,ACC Business Services,True,False,"['Customer', 'Customer Contact (for notices)', 'ACC Business', 'ACC Business Contact (for notices)', 'Agreement Introduction', 'Arbitration', 'Customer Signature Block', 'ACC Business Signature Block', 'Services', 'Execution by Affiliates', 'License and Other Terms', 'Pricing and Pricing Schedule Term; Terms Applicable After End of Pricing Schedule Term', 'MARC', 'Termination and Termination Charges', 'Billing and Disputes', 'Purchased Equipment', 'Privacy', 'Trademarks and Publicity', 'Governing Law']",['Pricing Schedule']
91589678502_Vineland Signed Contracts for WBG and Hosted 041720 copy.pdf,contract.pdf,Addendum to Master Services Agreement,Master Services Agreement,"Distributed Computing, Inc. dba Ten4",Provider,"Tipco Technologies, Inc.",Customer,"Managed Services, Hosted Voice Solutions, Sierra Wireless Fixed Cellular (Internet Access)",True,True,"['Service Term', 'Coverage & Cost', 'Charges and Payments', 'Customer Obligations', 'Termination']","['EXHIBIT A Hosted Voice Solutions', 'EXHIBIT B Wireless Broadband Services']"
