source_filename,Agreement Name,Agreement Classification,Agreement Purpose,Party1 Name,Party1 Role,Party2 Name,Party2 Role,Effective Date,Signature Date,Term,Renewal Term,Recurring Monthly Charges,Nonrecurring Charges,Services,Locations,Payment Terms,Contract Type,Clauses
"10541595269126_ Select Medical Spectrum Coax # 26810 Corydon, IN.pdf",Time Warner Cable Business Cable Order for DCi for KORT Corydon OCB 04037,Service Agreement,Service provisioning,Time Warner Cable,Provider,DCI for KORT Corydon OCB 04037,Customer,Not specified.,Not specified.,24,Not specified.,$189.99 ,Not specified.,Business Cable,"2363 HIGHWAY 135 NW STE 117 CORYDON, IN 47112-2068",Not specified.,,
"10541595269229_ Select Medical Spectrum Coax # 26811 Georgetown, IN.pdf",Time Warner Cable Business Cable Order,Service Agreement,Service provisioning,Time Warner Cable,Provider,KORT OCB,Customer,Not specified,Not specified,24,Not specified,249.99,Not specified,Business Cable,"1050 COPPERFIELD DR, GEORGETOWN, IN 47122-9075",Not specified,,
"10541595269518_ Select Medical Spectrum Coax # 40797 Sturgis, MI.pdf",Spectrum Business Business Cable Order,Service Agreement,Service provisioning,Spectrum Business,Provider,NovaCare Rehab Sturgis,Customer,2/9/2017,Not specified.,0,Not specified.,$109.98 ,Not specified.,Business Cable,"228 W CHICAGO RD, STURGIS, MI 49091-2444",Not specified.,,
"10541595269734_ Select Medical Spectrum Coax # 26934 Birmingham, AL.pdf",Spectrum Business Cable Order,Service Agreement,Service Provisioning,Spectrum Business,Provider,DCi For Select Admin/ SPENT OCB 06000,Customer,7/9/2020,Not specified.,0,Not specified.,109.98,Not specified.,Business Cable,"500 RIVERHILLS BUSINESS PARK STE 500 BIRMINGHAM, AL 35242-5039",Not specified.,,
"10541595347829_ Select Medical Spectrum Coax #50623 Allendale, MI.pdf",Spectrum Business Business Cable Order,Service Agreement,Service Provisioning,Spectrum Business,Provider,DCI FOR PHYSIO THERAPY Puyallup,Customer,2/24/2017,Not specified.,0,Not specified.,$109.98 ,Not specified.,Business Cable,"11301 COMMERCE DR STE B, ALLENDALE, MI 49401-8200",Not specified.,,
"10541595348026_ Select Medical Spectrum Coax # 50530 Kenosha, WI.pdf",Time Warner Cable Business Cable Order,Service Agreement,Service provisioning,Time Warner Cable,Provider,DCi for Physio Therapy Kenosha,Customer,7/21/2020,Not specified,0,Not specified,$129.98 ,Not specified,Business Cable,"7201 GREEN BAY RD, KENOSHA, WI 53142-3532",Not specified,,
"10541595348231_ Select Medical Spectrum Coax # 26953 Sartell, MN.pdf",Spectrum Business Business Cable Order,Service Agreement,Service Provisioning,Spectrum Business,Provider,DCi for NovaCare Rehab Sartell,Customer,7/21/2020,8/25/2016,0,Not specified.,109.98,Not specified.,Business Cable,"2251 CONNECTICUT AVE S STE 3600, SARTELL, MN 56377-2556",Not specified.,,
"10541595348693_ Select Medical Spectrum Coax # 05778 Swansea, IL.pdf",Spectrum Business Internet T1 Order,Service Agreement,Service provisioning,Spectrum Business,Provider,DCi for SSM Physical Therapy OCB 05778,Customer,Not specified.,Not specified.,0,Not specified.,$109.98 ,Not specified.,Spectrum Business Internet T1,"2649 N ILLINOIS ST, SWANSEA, IL 62226",Not specified.,,
"10541595352528_ Select Medical Spectrum Coax # 05853 Chesterfield, MO.pdf",Spectrum Business Business Cable Order,Service Agreement,Service Provisioning,Spectrum Business,Provider,DCI FOR SSM CHESTERFIELD MO 05853,Customer,9/20/2017,Not specified,0,Not specified,69.98,Not specified,Business Cable,"17300 NORTH OUTER 40 RD, CHESTERFIELD, MO 63005-1375",Not specified,,
"10541595352824_ Select Medical Spectrum Coax # 05855 Ellisville, MO.pdf",Spectrum Business Business Cable Order,Service Agreement,Service provisioning,Telarus Order Desk,Provider,DCI FOR SSM ELLISVILLE MO,Customer,9/20/2017,Not specified,0,Not specified,69.98,Not specified,Business Cable,"355 OZARK TRAIL DR ELLISVILLE, MO 63011-2164",Not specified,,
"10541595353089_ Select Medical Spectrum Coax # 05790 Chesterfield, MO.pdf",Spectrum Business Business Cable Order,Service Agreement,Service provisioning,Spectrum Business,Provider,DCI for SSM Chesterfield MO,Customer,2/6/2018,Not specified,0,Not specified,74.98,Not specified,Business Cable,"1585 WOODLAKE DR STE 202 CHESTERFIELD, MO 63017-5740",Not specified,,
"10541595353257_ Select Medical Spectrum Coax # 05793 Eureka, MO.pdf",Spectrum Business Business Cable Order,Service Order,Service Provisioning,Spectrum Business,Provider,DCI for SSM Rehabilitation Eureka,Customer,Not specified.,9/9/2016,0,Not specified.,$109.98 ,Not specified.,Business Cable,"322 N CENTRAL AVE, EUREKA, MO 63025-1826",Not specified.,,
"10541595353416_ Select Medical Spectrum Coax # 05795 Florissant, MO.pdf",Spectrum Business Business Cable Order,Service Order,Service Provisioning,Spectrum Business,Provider,DCI FOR DAY INST FLORISSANT MO 05795,Customer,Not specified.,Not specified.,0,Not specified.,84.98,Not specified.,Business Cable,"3501 DUNN RD STE 108 FLORISSANT, ΜΟ 63033-6762",Not specified.,,
"10541595353620_ Select Medical Spectrum Coax # 05758 Bridgeton, MO .pdf",Spectrum Business Business Cable Order,Service Order,Service Provisioning,Spectrum Business,Provider,DCI for SSM Physical Therapy OCB 05758,Customer,Not specified,Not specified,0,Not specified,109.98,Not specified,Business Cable,"3446 MCKELVEY RD, BRIDGETOΝ, ΜΟ 63044-2525",Not specified,,
10541595427790_1475027-TWC_Agmt_-_KORT_PT_OCB_04050_Georgetown_KY.pdf,Service Agreement and Service Order,Service Agreement,Service provisioning,Time Warner Cable,Operator,DCi for KORT Physical Therapy OCB 04050,Customer,12/6/2016,12/6/2016,12,Not specified.,$119.99 ,$0.00 ,"50x5 Mbps PROMO, 1 Static IP","101 Eastside Dr, Georgetown, KY",Not specified.,,
10541595428127_1448486-TWC_Agmt-_KORT_Lexington_KY_OCB_04085.pdf,Service Agreement and Service Order,Service Agreement,Service provisioning,Time Warner Cable,Operator,DCI For KORT OCB 04085,Customer,5/20/2016,5/20/2016,24,Not specified.,$249.99 ,$0.00 ,"50x5 Mbps PROMO, 1 Static IP","13820 Sunrise Valley Drive, Herndon, VA 20171; 1060 Chinoe Rd, Lexington, KY 40502; 1700 Union Av, Baltimore, MD 21211",Not specified.,,
"10541595428285_ Select Medical Spectrum Coax # 05856 Valley Park, MO.pdf",Spectrum Business Business Cable Order,Service Agreement,Service provisioning,Spectrum Business,Provider,DCI FOR SSM VALLEY PARK MO 05856,Customer,9/20/2017,Not specified,0,Not specified,69.98,Not specified,Business Cable,"912 MERAMEC STATION RD, VALLEY PARK, MO 63088-2045",Not specified,,
"10541595428471_ Select Medical Spectrum Coax # 05792 Shrewsbury, MO.pdf",Spectrum Business Business Cable Order,Service Agreement,Service provisioning,Spectrum Business,Provider,DCI for SSM Physical Therapy Shrewsbury,Customer,7/22/2020,Not specified,0,Not specified,169.98,Not specified,Business Cable,"7391 WATSON RD SAINT LOUIS, MO 63119-4405",Not specified,,
"10541595428962_ Select Medical Spectrum Coax # 05765 Kirkwood, MO.pdf",Spectrum Business Business Cable Order,Service Agreement,Service Provisioning,Spectrum Business,Provider,DCI FOR SSM REHABILITATION,Customer,Not specified.,Not specified.,0,Not specified.,109.98,Not specified.,Business Cable,"1001 S KIRKWOOD RD STE 140 KIRKWOOD, MO 63122-7250",Not specified.,,
"10541595436767_ Select Medical Spectrum Coax # 05784 Kirkwood, MO.pdf",Spectrum Business Business Cable Order,Service Order,Service Provisioning,Spectrum Business,Provider,DCI for SSM Rehabilitation,Customer,7/22/2020,Not specified,0,Not specified,$109.98 ,Not specified,Business Cable,"11135 ΜΑNCHESTER RD SAINT LOUIS, MO 63122-1253",Not specified,,
"10541595436910_ Select Medical Spectrum Coax # 05730 Kirkwood, MO.pdf",Spectrum Business Business Cable Order,Service Order,Service Provisioning,Spectrum Business,Provider,DCI FOR SSM REHABILITATION,Customer,7/22/2020,7/27/2016,0,Not specified.,109.98,Not specified.,Business Cable,"201 S KIRKWOOD RD, KIRKWOOD, MO 63122-4305",Not specified.,,
"10541595437186_ Select Medical Spectrum Coax # 05764 St Louis, MO.pdf",Spectrum Business Business Cable Order,Service Order,Service Provisioning,Spectrum Business,Provider,DCI for SSM Rehabilitation,Customer,Not specified.,7/27/2016,0,Not specified.,109.98,Not specified.,Business Cable,"2532 LEMAY FERRY RD, SAINT LOUIS, MO 63125-3131",Not specified.,,
"10541595437453_ Select Medical Spectrum Coax # 05770 St Louis, MO.pdf",Spectrum Business Business Cable Order,Service Agreement,Service provisioning,Telarus,Provider,DCI FOR SSM REHABILITATION,Customer,7/22/2020,7/27/2016,0,Not specified.,$109.98 ,Not specified.,Spectrum Business Business Cable,"29 RONNIES PLZ SAINT LOUIS, MO 63126-3552",Not specified.,,
"10541595440813_ Select Medical Spectrum Coax # 20584 Crestview Hills, KY.pdf",Business Cable Order,Service Agreement,Service provisioning,Spectrum Business,Provider,DCi for NovaCare Rehabilitation Crestview Hills KY 20584,Customer,8/31/2018,Not specified.,Not specified.,Not specified.,$84.98 ,Not specified.,Business Cable,"559 CENTRE VIEW BLVD CRESTVIEW HLS, KY 41017-3444",Month to Month,,
"10541595441938_ Select Medical Spectrum Coax # 05854 Des Peres, MO.pdf",Spectrum Business Cable Order,Service Agreement,Service Provisioning,Telarus,Provider,DCI FOR SSM DES PERES 05854,Customer,9/20/2017,Not specified.,0,Not specified.,69.98,Not specified.,Business Cable,"12360 ΜΑNCHESTER RD SAINT LOUIS, MO 63131-4312",Not specified.,,
"10541595442053_ Select Medical Spectrum Coax # 05767 St. Louis, MO.pdf",Spectrum Business Business Cable Order,Service Agreement,Service Provisioning,Spectrum Business,Provider,DCi for SSM Physical Therapy Des Peres OCB 05767,Customer,Not specified.,Not specified.,0,Not specified.,$109.98 ,Not specified.,Business Cable,"1050 OLD DES PERES RD STE 40 SAINT LOUIS, MO 63131-1873",Not specified.,,
"10541595442195_ Select Medical Spectrum Coax # 05857 Olivette, MO.pdf",Spectrum Business Cable Order,Service Agreement,Service Provisioning,Spectrum Business,Provider,DCI FOR SSM OLIVETTE MO 05857,Customer,9/20/2017,Not specified,0,Not specified,69.98,Not specified,Business Cable,"9437 OLIVE BLVD SAINT LOUIS, MO 63132-3130",Not specified,,
"10541595515765_ Select Medical Spectrum Coax # 05785 St Charles, MO.pdf",Spectrum Business Cable Order,Service Agreement,Service provisioning,Spectrum Business,Provider,DCI for SSM Rehabilitation St Charles OCB 05785,Customer,Not specified.,Not specified.,0,Not specified.,$109.98 ,Not specified.,Business Cable,"1840 Zumbehl Rd, Saint Charles, MO 63303-2761",Not specified.,,
"10541595515994_ Select Medical Spectrum Coax # 05858 St. Peters, MO.pdf",Spectrum Business Business Cable Order,Service Agreement,Service provisioning,Telarus Order Desk,Provider,DCI FOR SSM ST PETERS MO 05858,Customer,Not specified.,Not specified.,0,Not specified.,$69.98 ,Not specified.,Business Cable,"4075 N SAINT PETERS PKWY STE B SAINT PETERS, MO 63304-7396",Not specified.,,
"10541595516950_ Select Medical Spectrum Coax # 05787 O'Fallon, Mo.pdf",Spectrum Business Business Cable Order,Service Agreement,Service Provisioning,Spectrum Business,Provider,DCI for SSM Rehabilitation O'Fallon OCB 05787,Customer,Not specified.,Not specified.,0,Not specified.,109.98,Not specified.,Business Cable,"939 HIGHWAY K, O FALLON, ΜΟ 63366-2910",Not specified.,,
"10541595517360_ Select Medical Spectrum Coax # 05779 O'Fallon, MO.pdf",Spectrum Business Business Cable Order,Service Order,Service Provisioning,Spectrum Business,Provider,DCI for SSM South O'Fallon OCB 05779,Customer,3/11/2016,Not specified.,0,Not specified.,109.98,Not specified.,Business Cable,"4615 HIGHWAY K PHYSICAL THERAPY DEPT O FALLON, ΜΟ 63368-8690",Not specified.,,
"10541595517876_ Select Medical Spectrum Coax # 05786 St. Peters, MO.pdf",Spectrum Business Business Cable Order,Service Agreement,Service Provisioning,Spectrum Business,Provider,DCI for SSM Rehabilitation St Peters OCB 05786,Customer,9/9/2016,Not specified.,0,Not specified.,$109.98 ,Not specified.,Business Cable,"3639 N SAINT PETERS PKWY SAINT PETERS, MO 63376-7303",Not specified.,,
"10541595518690_ Select Medical Spectrum Coax # 05783 St Louis, MO.pdf",Spectrum Business Business Cable Order,Service Agreement,Service provisioning,Spectrum Business,Provider,DCI for SSM Rehabilitation,Customer,Not specified.,Not specified.,0,Not specified.,$109.98 ,Not specified.,Business Cable,"West County OCB 05783, 555 N NEW BALLAS RD STE 225 SAINT LOUIS, MO 63141-6886",Not specified.,,
"10541595519086_ Select Medical Spectrum Coax # 05794 Warrenton, MO.pdf",Spectrum Business Business Cable Order,Service Agreement,Service Provisioning,Telarus,Provider,DCI for SSM Day Institute,Customer,10/18/2016,Not specified.,0,Not specified.,$109.98 ,Not specified.,Business Cable,"1 TOWN AND COUNTRY MARKET PL WARRENTOΝ, ΜΟ 63383-1372",Not specified.,,
10541595525484_ Select Medical Spectrum Coax # 05788.pdf,Spectrum Business Business Cable Order,Service Agreement,Service provisioning,Telarus,Provider,DCI for SSM Rehabilitation,Customer,7/23/2020,9/9/2016,0,Not specified.,$109.98 ,Not specified.,Business Cable,"1155 WENTZVILLE PKWY STE 123 WENTZVILLE, MO 63385-3476",Not specified.,,
"10541595525665_ Select Medical Spectrum Coax # 50505 Farmington, MO.pdf",Spectrum Business Business Cable Order,Service Agreement,Service Provisioning,Spectrum Business,Provider,DCI FORE PHYSIO FARMINGTON,Customer,12/1/2017,Not specified,0,Not specified,69.98,Not specified,Business Cable,"728 SUNSET DR FARMINGTON, MO 63640-1988",Not specified,,
"10541595525822_ Select Medical Spectrum Coax # 40820 Jackson, MO.pdf",Spectrum Business Business Cable Order,Service Agreement,Service provisioning,Telarus,Provider,Select Physical Therapy,Customer,1/18/2018,Not specified,0,Not specified,$74.97 ,Not specified,Business Cable,"2062 WALTON DR JACKSON, ΜΟ 63755-3701",Not specified,,
"10541595526355_ Select Medical Spectrum Coax # 40749 Kansas City, KS.pdf",Time Warner Cable Business Cable Order for DCi for Select Physical Therapy,Service Agreement,Service provisioning,Time Warner Cable,Provider,DCi for Select Physical Therapy,Customer,Not specified.,Not specified.,36,Not specified.,186.99,Not specified.,Business Cable,"1333 MEADOWLARK LN STE 104 KANSAS CITY, KS 66102-1200",Not specified.,,
"10541595526495_ Select Medical Spectrum Coax # 41138 Overland Park, KS.pdf",Time Warner Cable Business Cable Order,Service Agreement,Service Provisioning,Time Warner Cable,Provider,DCi for Select Physical Therapy OCB,Customer,Not specified.,Not specified.,24,Not specified.,249.99,Not specified.,Business Cable,"10730 NALL AVE STE 204 OVERLAND PARK, KS 66211-1202",Not specified.,,
10541595526631_ Select Medical Spectrum Coax # 40750.pdf,Time Warner Cable Business Cable Order,Service Order,Service Provisioning,Time Warner Cable,Provider,DCi for Select Medical Physical Therapy,Customer,7/23/2020,Not specified,24,Not specified,249.99,Not specified,Business Cable,"15609 W 87TH ST, LENEXA, KS 66219-1435",Not specified,,
"10541595526750_ Select Medical Spectrum Coax # 19261 The Colony, TX.pdf",Time Warner Cable Business Cable Order,Service Agreement,Service provisioning,Time Warner Cable,Provider,BIR - The Colony,Customer,1/21/2015,Not specified,36,Not specified,139.95,Not specified,Business Cable,"4897 Highway 121 STE 140, The Colony, TX 75056-2916",Not specified,,
"10541595606922_ Select Medical Spectrum Coax # 19250 Coppell, TX .pdf",Business Cable Order,Service Agreement,Service Provisioning,Spectrum,Provider,DCi for Baylor Rehabilitation Coppell OCB 19250,Customer,Not specified,7/10/2017,0,Not specified,129.98,Not specified,Business Cable,"651 N DENTON TAP RD STE 120 COPPELL, TX 75019-2010",Not specified,,
"10541595607159_ Select Medical Spectrum Coax # 19246 Flower Mound ,TX.pdf",Time Warner Cable Business Cable Order,Service Order,Service provisioning,Time Warner Cable,Provider,DCi for Select Medical Physical Therapy,Customer,Not specified.,Not specified.,24,Not specified.,249.99,Not specified.,Business Cable,"1901 LONG PRAIRIE RD STE 128 FLOWER MOUND, TX 75022-4228",Not specified.,,
"10541595607322_ Select Medical Spectrum Coax # 19266 Frisco, TX.pdf",Business Cable Order,Service Agreement,Service Provisioning,Spectrum (Time Warner Cable),Provider,DCI for Baylor Institute Rehab Frisco OCB 19266,Customer,Not specified.,Not specified.,12,Not specified.,129.98,Not specified.,Business Cable,"8204 STONEBROOK PKWY DATA ROOM, FRISCO, TX 75034-5536",Not specified.,,
"10541595607677_ Select Medical Spectrum Coax # 19245 Grande Prairie,TX.pdf",Time Warner Cable Business Cable Order,Service Agreement,Service Provisioning,Time Warner Cable,Provider,DCi for Select Medical Physical Therapy,Customer,7/24/2020,Not specified.,24,Not specified.,249.99,Not specified.,Business Cable,"2950 W CAMP WISDOM RD, GRAND PRAIRIE, TX 75052-4459",Not specified.,,
"10541595607773_ Select Medical Spectrum Coax # 19235 Irving, TX.pdf",Spectrum Business Cable Order,Service Agreement,Service Provisioning,Spectrum Business,Provider,DCI for Baylor Institute Rehab,Customer,Not specified.,Not specified.,0,Not specified.,$69.98 ,Not specified.,Business Cable,"2001 N MACARTHUR BLVD STE 550, IRVING, TX 75061-2255",Not specified.,,
"10541595607986_ Select Medical Spectrum Coax # 19263 McKinney, TX.pdf",Time Warner Cable Business Cable Order,Service Agreement,Service provisioning,Time Warner Cable,Provider,Matrix Rehabilitation,Customer,Not specified.,3/11/2016,24,Not specified.,249.99,Not specified.,Business Cable,"2960 ELDORADO PKWY STE 75 MCKINNEY, TX 75070-7500",Not specified.,,
"10541595616322_ Select Medical Spectrum Coax # 19225 St Plano, TX.pdf",Time Warner Cable Business Cable Order,Service Agreement,Service provisioning,Time Warner Cable,Provider,DCi for Select Physical Therapy,Customer,Not specified.,Not specified.,36,Not specified.,186.99,Not specified.,Business Cable,"3700 W 15TH ST STE 200 BLDG B PLANO, TX 75075-4736",Not specified.,,
"10541595616445_ Select Medical Spectrum Coax # 19268 Richardson, TX.pdf",Time Warner Cable Business Cable Order,Service Order,Service Provisioning,Time Warner Cable,Provider,DCI,Customer,Not specified.,Not specified.,24,Not specified.,249.99,Not specified.,Business Cable,"510 N COIT RD STE 2035 RICHARDSON, TX 75080-5437",Not specified.,,
"10541595616559_ Select Medical Spectrum Coax # 19264 Richardson, TX.pdf",Time Warner Cable Business Cable Order,Service Agreement,Service provisioning,Time Warner Cable,Provider,DCi for Matrix Rehabilitation,Customer,3/11/2016,Not specified.,24,Not specified.,249.99,Not specified.,Business Cable,"3413 SPECTRUM BLVD STE 200 RICHARDSON, TX 75082-9705",Not specified.,,
"10541595865099_ Select Medical Spectrum Coax # 19224 Mesquite, TX.pdf",Time Warner Cable Business Cable Order,Service Agreement,Service provisioning,Time Warner Cable,Provider,DCi for Select Physical Therapy,Customer,Not specified.,Not specified.,36,Not specified.,186.99,Not specified.,Business Cable,"1313 N BELT LINE RD STE 102 MESQUITE, TX 75149-1784",Not specified.,,
